text,label
高耗能,0
企业,0
建立,2
能源,1
管理中心,1
完善,2
能源,1
计量,1
体系,0
，,1
鼓励,2
采用,0
认证,0
手段,0
提升,1
节能,2
管理水平,1
加强,2
节能,2
监察,0
能力,1
建设,2
，,1
健全,0
省,0
、,1
市,2
、,1
县,1
三级,1
节能,0
监察,0
体系,1
，,1
建立,0
跨部门,0
联动机制,0
，,1
综合,0
运用,1
行政处罚,0
信用,1
监管,0
、,1
绿色,2
电价,1
等,1
手段,1
，,1
增强,2
节能,2
监察,0
约束力,0
2,2
．,2
实施,0
节能,2
降碳,2
重点,1
工程,0
实施,2
城市,1
节能,2
降碳,2
工程,0
，,1
开展,2
建筑,0
、,1
交通,1
、,1
照明,0
、,1
供热,1
等,1
基础设施,1
节能,2
升级,1
改造,0
，,1
推进,2
先进,2
绿色,2
建筑,0
技术,1
示范,1
应用,0
，,1
推动,2
城市,0
综合,0
能效,2
提升,0
实施,0
园区,1
节能,2
降碳,0
工程,0
，,1
以,0
高耗能,0
高,0
排放,0
项目,0
（,2
以下,2
称,1
“,2
两高,0
”,2
项目,1
）,2
集聚,2
度高,0
的,0
园区,1
为,0
重点,0
，,1
推动,2
能源,0
系统优化,0
和,0
梯级,1
利用,0
，,1
打造,0
一批,0
达到,2
国际,0
先进,2
水平,1
的,1
节能,2
低碳,2
园区,0
实施,0
重点,0
行业,0
节能,2
降碳,2
工程,0
，,1
推动,2
电力,1
、,1
钢铁,0
、,1
有色金属,0
、,1
建材,0
、,1
石化,0
化工,0
等,0
行业,0
开展,1
节能,2
降碳,2
改造,1
，,1
提升,1
能源,0
资源,1
利用效率,0
实施,2
重大,0
节能,2
降碳,2
技术,1
示范,0
工程,1
，,1
支持,2
已,1
取得,0
突破,2
的,1
绿色,2
低碳,2
关键技术,1
开展,2
产业化,1
示范,2
应用,0
3,0
．,2
推进,2
重点,0
用能,0
设备,1
节能,0
增效,2
以,0
电机,1
、,1
风机,0
、,1
泵,1
、,1
压缩机,0
、,1
变压器,1
、,1
换热器,1
、,1
工业锅炉,0
等,1
设备,1
为,2
重点,0
，,1
全面,1
提升,2
能效,2
标准,1
建立,0
以,0
能效,2
为,1
导向,2
的,1
激励,2
约束,0
机制,0
，,1
推广先进,2
高效,0
产品,1
设备,1
，,1
加快,0
淘汰,0
落后,0
低效,0
设备,0
加强,2
重点,1
用能,1
设备,0
节能,2
审查,0
和,0
日常,1
监管,0
，,1
强化,0
生产,0
、,1
经营,0
、,1
销售,0
、,1
使用,2
、,1
报废,0
全,1
链条,0
管理,0
，,1
严厉打击,0
违法,0
违规行为,0
，,1
确保,1
能效,1
标准,1
和,0
节能,2
要求,0
全面落实,1
4,2
．,2
加强,2
新型,1
基础设施,1
节能,2
降碳,2
优化,0
新型,0
基础设施,0
空间布局,0
，,1
统筹,0
谋划,0
、,1
科学,2
配置,0
数据中心,1
等,1
新型,0
基础设施,0
，,1
避免,0
低水平,1
重复,1
建设,2
优化,2
新型,0
基础设施,0
用能,1
结构,1
，,1
采用,1
直流,0
供电,0
、,1
分布式,0
储能,1
“,2
光伏,2
+,2
储能,1
”,2
等,1
模式,0
，,1
探索,0
多样化,0
能源供应,0
，,1
提高,0
非,0
化石,0
能源,1
消费,1
比重,0
对标,1
国际,0
先进,2
水平,0
，,1
加快,2
完善,1
通信,1
、,1
运算,0
、,1
存储,1
、,1
传输,1
等,0
设备,0
能效,2
标准,0
，,1
提升,2
准入,0
门槛,0
，,1
淘汰,0
落后,0
设备,1
和,1
技术,1
加强,2
新型,1
基础设施,0
用能,2
管理,0
，,1
将,0
年,1
综合,1
能耗,0
超过,0
1,2
万吨,1
标准煤,1
的,0
数据中心,0
全部,0
纳入,2
重点,1
用能,2
单位,0
能耗,2
在线,0
监测,1
系统,1
，,1
开展,0
能源,0
计量,1
审查,0
推动,2
既有,2
设施,0
绿色,2
升级,0
改造,0
，,1
积极,2
推广,2
使用,2
高效,2
制冷,1
、,1
先进,1
通风,1
余热,0
利用,0
、,1
智能化,0
用能,1
控制,0
等,1
技术,1
，,1
提高,1
设施,1
能效,2
水平,1
（,2
三,1
）,2
工业,0
领域,2
碳达峰,2
工业,0
是,0
产生,1
碳,0
排放,2
的,1
主要,2
领域,0
之一,0
，,1
对,2
全国,1
整体,1
实现,1
碳达峰,2
具有,0
重要,1
影响,0
工业,0
领域,1
要,2
加快,2
绿色,2
低碳,2
转型,1
和,0
高质量,1
发展,1
，,1
力争,0
率先,2
实现,0
碳达峰,2
．,2
推动,2
工业,0
领域,0
绿色,2
低碳,2
发展,0
优化,2
产业结构,1
，,1
加快,2
退出,1
落后,0
产能,0
，,1
大力发展,2
战略性,0
新兴产业,0
，,1
加快,2
传统产业,1
绿色,2
低碳,2
改造,0
促进,2
工业,0
能源,1
消费,0
低,0
碳化,0
，,1
推动,2
化石,0
能源,0
清洁,1
高效,2
利用,0
，,1
提高,2
可,0
再生能源,2
应用,0
比重,1
，,1
加强,0
电力,1
需求,0
侧,1
管理,0
，,1
提升,2
工业,0
电气化,2
水平,1
深入,2
实施,2
绿色,2
制造,0
工程,0
，,1
大力,2
推行,2
绿色,2
设计,1
，,1
完善,2
绿色,2
制造,0
体系,1
，,1
建设,2
绿色,2
工厂,1
和,1
绿色,2
工业园区,1
推进,2
工业,0
领域,0
数字化,1
智能化,0
绿色,2
化,0
融合,1
发展,1
，,1
加强,0
重点,2
行业,1
和,0
领域,0
技术改造,0
2,2
．,2
推动,2
钢铁行业,1
碳达峰,2
深化,0
钢铁行业,0
供给,1
侧,1
结构性,0
改革,1
，,1
严格执行,2
产能,0
置换,0
，,1
严禁,0
新增,1
产能,1
，,1
推进,2
存量,0
优化,2
，,1
淘汰,0
落后,0
产能,0
推进,2
钢铁企业,0
跨地区,1
、,1
跨,1
所有制,0
兼并,0
重组,1
，,1
提高,0
行业,0
集中度,0
优化,2
生产力,0
布局,1
，,1
以,0
京津冀,1
及,2
周边地区,1
为,1
重点,2
，,1
继续,2
压减,0
钢铁,0
产能,1
促进,0
钢铁行业,0
结构,0
优化,2
和,0
清洁,0
能源,0
替代,1
，,1
大力,2
推进,2
非,0
高炉,1
炼铁,0
技术,1
示范,0
，,1
提升,0
废钢,0
资源,0
回收,0
利用,1
水平,0
，,1
推行,2
全,1
废钢,0
电炉,0
工艺,1
推广先进,2
适用技术,1
，,1
深挖,0
节能,2
降碳,2
潜力,0
，,1
鼓励,2
钢化,1
联产,0
，,1
探索,0
开展,0
氢,0
冶金,1
二氧化碳,0
捕集,0
利用,0
一体化,0
等,1
试点,1
示范,1
，,1
推动,2
低,0
品位,0
余热,0
供暖,1
发展,1
3,2
．,2
推动,2
有色金属,0
行业,0
碳达峰,2
巩固,1
化解,0
电解铝,0
过剩,0
产能,1
成果,2
，,1
严格执行,2
产能,1
置换,1
，,1
严控,0
新增,0
产能,0
推进,2
清洁,0
能源,0
替代,1
，,1
提高,0
水电,0
、,1
风电,2
、,1
太阳能,2
发电,0
等,1
应用,1
比重,0
加快,0
再生,2
有色金属,0
产业,1
发展,0
，,1
完善,1
废弃,0
有色金属,0
资源,1
回收,1
、,1
分选,0
和,1
加工,0
网络,1
提高,0
再生,1
有色金属,1
产量,1
加快,0
推广应用,2
先进,0
适用,2
绿色,2
低碳,2
技术,2
，,1
提升,2
有色金属,1
生产,1
过程,1
余热,0
回收,2
水平,1
，,1
推动,2
单位,0
产品,0
能耗,0
持续,1
下降,0
4,1
．,2
推动,2
建材行业,0
碳达峰,2
加强,2
产能,0
置换,0
监管,0
，,1
加快,2
低效,0
产能,0
退出,1
，,1
严禁,0
新增,1
水泥,0
熟料,0
平板玻璃,0
产能,0
，,1
引导,2
建材行业,0
向,1
轻型化,1
、,1
集约化,0
、,1
制品,1
化,0
转型,2
推动,2
水泥,0
错峰,1
生产,0
常态,0
化,0
，,1
合理,1
缩短,0
水泥,1
熟料,0
装置,0
运转,0
时间,1
因地制宜,0
利用,2
风能,2
、,1
太阳能,2
等,0
可,2
再生能源,2
，,1
逐步提高,2
电力,0
、,1
天然气,1
应用,0
比重,1
鼓励,2
建材,0
企业,1
使用,2
粉煤灰,0
、,1
工业,1
废渣,0
、,1
尾,1
矿渣,0
等,2
作为,0
原料,1
或,1
水泥,1
混合,0
材,0
加快,2
推进,2
绿色建材,2
产品认证,1
和,1
应用,0
推广,2
，,1
加强,2
新型,1
胶凝,1
材料,1
、,1
低碳,2
混凝土,0
木竹,0
建材,0
等,2
低,1
碳,0
建材,0
产品,1
研发,2
应用,0
推广,2
节能,2
技术设备,0
，,1
开展,2
能源,1
管理体系,1
建设,0
，,1
实现,2
节能,2
增效,2
5,0
．,2
推动,2
石化,0
化工行业,0
碳达峰,2
优化,2
产能,0
规模,1
和,0
布局,1
，,1
加大,2
落后,0
产能,0
淘汰,0
力度,2
，,1
有效,1
化解,1
结构性,1
过剩,0
矛盾,0
严格,0
项目,0
准入,1
，,1
合理安排,1
建设,0
时序,1
，,1
严控,2
新增,2
炼油,0
和,0
传统,0
煤化工,0
生产能力,0
，,1
稳妥,1
有序,1
发展,1
现代,0
煤化工,0
引导,0
企业,1
转变,2
用能,2
方式,1
，,1
鼓励,2
以,1
电力,1
、,1
天然气,1
等,1
替代,0
煤炭,0
调整,1
原料,1
结构,1
，,1
控制,0
新增,1
原料,1
用,0
煤,0
，,1
拓展,1
富氢,1
原料,1
进口,1
来源,1
，,1
推动,2
石化,0
化工原料,0
轻质,0
化,0
优化,2
产品,1
结构,1
，,1
促进,2
石化,0
化工,0
与,0
煤炭,0
开采,0
、,1
冶金,0
、,1
建材,1
化纤,0
等,1
产业,1
协同,1
发展,1
，,1
加强,2
炼厂,1
干,0
气,0
液化气,0
等,0
副,0
产,0
气体,1
高效,1
利用,2
鼓励,2
企业,1
节能,2
升级,0
改造,1
，,1
推动,2
能量,1
梯级,0
利用,1
物料,1
循环,0
利用,0
到,0
2025,1
年,0
，,1
国内,1
原油,0
一次,1
加工能力,1
控制,0
在,2
10,0
亿吨,2
以内,0
，,1
主要,1
产品,0
产能,0
利用率,1
提升,2
至,0
80%,0
以上,0
6,1
．,2
坚决,0
遏制,0
“,2
两高,1
项目,1
盲目发展,0
采取,0
强有力,2
措施,0
，,1
对,0
“,2
两高,0
”,2
项目,1
实行,0
清单,0
管理,0
分类,1
处置,0
、,1
动态,2
监控,0
全面,0
排查,1
在建,1
项目,1
，,1
对,0
能效,2
水平,0
低于,0
本行业,0
能耗,1
限额,0
准入,0
值,2
的,1
，,1
按,1
有关,1
规定,0
停工,1
整改,1
，,1
推动,0
能效,2
水平,0
应提,2
尽提,0
，,1
力争,2
全面,1
达到,2
国内,0
乃至,1
国际,0
先进,0
水平,0
科学,2
评估,1
拟建,0
项目,1
，,1
对,0
产能,0
已,0
饱和,0
的,0
行业,0
，,1
按照,0
“,2
减量,0
替代,0
原则,1
压减,0
产能,1
对,0
产能,0
尚未,0
饱和,0
的,1
行业,1
，,1
按照,0
国家,0
布局,0
和,0
审批,1
备案,1
等,0
要求,2
，,1
对标,1
国际,0
先进,2
水平,0
提高,2
准入,1
门槛,0
对,0
能耗,0
量,1
较大,1
的,1
新兴产业,0
，,1
支持,2
引导,2
企业应用,0
绿色,2
低碳,2
技术,0
，,1
提高,0
能效,2
水平,1
深入,1
挖潜,0
存量,0
项目,0
，,1
加快,2
淘汰,0
落后,0
产能,1
，,1
通过,1
改造,1
升级,0
挖掘,0
节能,2
潜力,2
强化,1
常态,1
化,1
监管,0
，,1
坚决,2
拿下,0
不,0
符合要求,2
的,1
“,2
两高,0
”,2
项目,0
（,2
四,1
）,2
城乡建设,1
碳达峰,2
行动,2
加快,2
推进,2
城乡建设,1
绿色,2
低碳,2
发展,1
，,1
城市更新,1
和,0
乡村,1
振兴,1
都,0
要,1
落实,2
绿色,2
低碳,2
要求,2
．,2
推进,2
城乡建设,1
绿色,2
低碳,2
转型,1
推动,2
城市,2
组团式,1
发展,1
，,1
科学,2
确定,1
建设,2
规模,0
，,1
控制,0
新增,1
建设,2
用地,1
过快,0
增长,0
倡导,2
绿色,2
低碳,2
规划设计,1
理念,1
，,1
增强,0
城乡,0
气候,0
韧性,0
，,1
建设,2
海绵,0
城市,0
推广,0
绿色,2
低碳,2
建材,0
和,1
绿色,2
建造,1
方式,0
，,1
加快,2
推进,2
新型,0
建筑,1
工业化,0
，,1
大力发展,2
装配式,2
建筑,0
，,1
推广,2
钢结构,0
住宅,1
，,1
推动,2
建材,0
循环,2
利用,2
，,1
强化,2
绿色,2
设计,2
和,1
绿色,2
施工,0
管理,0
加强,0
县城,0
绿色,2
低碳,2
建设,2
推动,2
建立,0
以,1
绿色,2
低碳,2
为,0
导向,0
的,0
城乡规划,0
建设,0
管理机制,1
，,1
制定,1
建筑,0
拆除,0
管理,0
办法,0
，,1
杜绝,1
大,2
拆大建,0
建设,0
绿色,2
城镇,1
、,1
绿色,2
社区,1
2,2
．,2
加快,2
提升,2
建筑,1
能效,2
水平,1
加快,2
更新,1
建筑节能,2
市政,0
基础设施,0
等,0
标准,1
，,1
提高,0
节能,2
降碳,2
要求,2
加强,0
适用,0
于,0
不同,0
气候区,0
、,1
不同,1
建筑,0
类型,0
的,0
节能,2
低碳,2
技术,0
研发,0
和,1
推广,2
，,1
推动,2
超,1
低能耗,2
建筑,1
低碳,2
建筑,0
规模化,0
发展,1
加快,2
推进,2
居住,1
建筑,1
和,1
公共,1
建筑节能,0
改造,1
，,1
持续,0
推动,2
老旧,0
供热,0
管网,1
等,1
市政,1
基础设施,1
节能,2
降碳,2
改造,0
提升,1
城镇,0
建筑,0
和,0
基础设施,0
运行,0
管理,0
智能化,1
水平,0
，,1
加快,2
推广,2
供热,0
计量,1
收费,1
和,1
合同,1
能源管理,2
，,1
逐步,1
开展,0
公共建筑,1
能耗,0
限额,0
管理,1
到,0
2025,0
年,1
，,1
城镇,0
新建,0
建筑,0
全面,2
执行,1
绿色,2
建筑,2
标准,1
3,2
．,2
加快,2
优化,2
建筑用,0
能,2
结构,1
深化,0
可,2
再生能源,2
建筑,0
应用,0
，,1
推广,2
光伏,2
发电,1
与,0
建筑,0
一体化,1
应用,1
积极,2
推动,2
严寒,0
、,1
寒冷,0
地区,0
清洁,0
取暖,0
，,1
推进,2
热电,1
联产,0
集中,0
供暖,1
，,1
加快,0
工业,1
余热,1
供暖,1
规模化,1
应用,1
，,1
积极,2
稳妥,1
开展,0
核能,1
供热,0
示范,0
，,1
因地制宜,0
推行,2
热泵,2
、,1
生物质能,2
地热能,2
、,1
太阳能,2
等,1
清洁,2
低碳,2
供暖,0
引导,0
夏热冬,0
冷,0
地区,0
科学,2
取暖,0
，,1
因地制宜,2
采用,2
清洁,0
高效,0
取暖,0
方式,0
提高,2
建筑,1
终端,1
电气化,2
水平,0
，,1
建设,0
集,0
光伏,2
发电,0
、,1
储能,1
直流,0
配电,0
、,1
柔性,0
用电,2
于,0
一体,1
的,1
光储,2
直柔,0
”,2
建筑,0
到,1
2025,2
年,1
，,1
城镇,0
建筑,0
可,2
再生能源,2
替代,1
率,1
达到,0
8%,1
，,1
新建,0
公共,1
机构,1
建筑,0
、,1
新建,1
厂房,1
屋顶,1
光伏,2
覆盖率,1
力争,2
达到,1
50%,0
4,0
．,2
推进,2
农村,1
建设,2
和,1
用,2
能,0
低,0
碳,1
转型,1
推进,2
绿色,2
农房,1
建设,0
，,1
加快,2
农房,1
节能,2
改造,0
持续,0
推进,2
农村,0
地区,0
清洁,2
取暖,0
，,1
因地制宜,1
选择,0
适宜,1
取暖,0
方式,1
发展,0
节能,0
低碳,2
农业,1
大棚,1
推广,2
节能,2
环保,2
灶具,1
、,1
电动,2
农用,1
车辆,0
节能,2
环保,2
农机,0
和,0
渔船,1
加快,0
生物质能,2
、,1
太阳能,2
等,1
可,0
再生能源,2
在,0
农业,1
生产,1
和,1
农村,0
生活,1
中,0
的,1
应用,0
加强,2
农村,0
电网,1
建设,0
，,1
提升,2
农村,0
用能,2
电气化,0
水平,0
（,2
五,1
）,2
交通运输,1
绿色,2
低碳,2
行动,2
加快,2
形成,1
绿色,2
低碳,2
运输,1
方式,0
，,1
确保,2
交通运输,1
领域,1
碳,1
排放,1
增长,0
保持,0
在,2
合理,1
区间,1
1,2
．,2
推动,2
运输工具,2
装备,0
低碳,2
转型,2
积极,2
扩大,0
电力,1
、,1
氢能,2
、,1
天然气,1
、,1
先进,1
生物,0
液体燃料,0
等,1
新能源,2
、,1
清洁,2
能源,0
在,2
交通运输,1
领域,1
应用,0
大力推广,2
新能源,2
汽车,0
，,1
逐步,1
降低,2
传统,0
燃油,0
汽车,0
在,1
新车,1
产销,1
和,1
汽车,0
保有量,1
中,2
的,0
占,0
比,0
，,1
推动,0
城市,2
公共服务,1
车辆,0
电动,2
化,0
替代,0
，,1
推广,2
电力,0
氢,1
燃料,0
、,1
液化,0
天然气,0
动力,0
重型,0
货运,0
车辆,0
提升,0
铁路,1
系统,1
电气化,2
水平,0
加快,0
老旧,0
船舶,1
更新改造,0
，,1
发展,1
电动,2
、,1
液化,0
天然气,1
动力,0
船舶,0
，,1
深入,2
推进,2
船舶,0
靠港,0
使用,2
岸电,2
，,1
因地制宜,1
开展,0
沿海,0
、,1
内河,0
绿色,2
智能,1
船舶,1
示范,1
应用,0
提升,2
机场,0
运行,0
电动,2
化,0
智能化,2
水平,1
，,1
发展,0
新能源,2
航空器,0
到,0
2030,2
年,0
，,1
当年,1
新增,2
新能源,2
清洁,2
能源动力,1
的,1
交通工具,1
比例,1
达到,1
40%,0
左右,0
，,1
营运,0
交通工具,1
单位,0
换算,1
周转量,1
碳,0
排放,2
强度,0
比,0
2020,2
年,0
下降,1
9.5%,1
左右,1
，,1
国家,2
铁路,0
单位,1
换算,0
周转量,1
综合,1
能耗,0
比,0
2020,1
年,1
下降,0
10%,0
陆路,0
交通运输,1
石油,0
消费,1
力争,2
2030,2
年前,1
达到,0
峰值,0
2,2
构建,0
绿色,2
高效,0
交通运输,1
体系,0
发展,0
智能,1
交通,1
，,1
推动,2
不同,0
运输,1
方式,1
合理,0
分工,1
、,1
有效,1
衔接,0
，,1
降低,0
空载,0
率,2
和,1
不合理,0
客货运,0
周转量,1
大力发展,2
以,1
铁路,1
、,1
水路,0
为,0
骨干,0
的,0
多式,1
联运,1
，,1
推进,2
工矿企业,1
、,1
港口,1
物流园区,1
等,1
铁路,1
专用线,1
建设,0
，,1
加快,2
内河,1
高等级,0
航道,0
网,0
建设,1
，,1
加快,2
大宗,0
货物,0
和,1
中长距离,1
货物运输,1
“,2
公转,1
铁,0
”,2
、,1
“,2
公转,1
水,0
”,2
加快,2
先进,1
适用技术,0
应用,0
，,1
提升,0
民航,1
运行,1
管理效率,1
，,1
引导,0
航空,1
企业,0
加强,2
智慧,1
运行,0
，,1
实现,2
系统化,1
节能,2
降碳,2
加快,2
城乡,1
物流配送,0
体系,1
建设,0
，,1
创新,2
绿色,2
低碳,2
、,1
集约,1
高效,0
的,0
配送,1
模式,0
打造,1
高效,1
衔接,0
、,1
快捷,0
舒适,0
的,1
公共交通,2
服务体系,1
，,1
积极,2
引导,0
公众,1
选择,1
绿色,2
低碳,2
交通,1
方式,0
“,2
十四五,1
期间,1
，,1
集装箱,0
铁水,0
联运,0
量,0
年均,1
增长,0
15%,0
以上,2
到,1
年,1
城区,1
常住人口,0
100,2
万,1
以上,2
的,1
城市,1
绿色,2
出行,1
比例,1
不,0
低于,0
70%,2
3,1
加快,2
绿色,2
交通,1
基础设施,0
建设,0
将,0
绿色,2
低碳,2
理念,0
贯穿,0
于,1
交通,1
基础设施,2
规划,2
、,1
建设,0
、,1
运营,0
和,0
维护,1
全过程,0
，,1
降低,0
全,0
生命周期,1
能耗,1
和,1
碳,1
排放,0
开展,1
交通,0
基础设施,1
绿色,2
化,1
提升,2
改造,0
，,1
统筹,1
利用,0
综合,1
运输,0
通道,0
线位,1
、,1
土地,1
、,1
空域,0
等,1
资源,1
，,1
加大,2
岸线,1
、,1
锚地,1
等,0
资源整合,1
力度,2
，,1
提高,0
利用效率,1
有序,1
推进,2
充电,0
桩,0
、,1
配套,0
电网,1
、,1
加注,0
（,2
气,1
）,2
站,1
、,1
加氢,0
站,1
等,2
基础设施,1
建设,2
，,1
提升,2
城市,1
公共交通,1
基础设施,1
水平,0
到,0
2030,1
年,1
，,1
民用,1
运输,0
机场,1
场内,1
车辆,0
装备,1
等,0
力争,0
全面实现,2
电动,2
化,0
（,2
六,2
）,2
循环,2
经济,1
助力,2
降碳,2
行动,2
抓住,1
资源,0
利用,1
这个,1
源头,0
，,1
大力发展,2
循环,0
经济,1
，,1
全面提高,1
资源,1
利用效率,2
，,1
充分发挥,2
减少,0
资源,1
消耗,0
和,1
降,0
碳,1
的,1
协同,1
作用,1
1,2
．,2
推进,2
产业园,1
区,1
循环,1
化发展,2
以,2
提升,2
资源,1
产出率,1
和,0
循环,0
利用率,1
为,1
目标,0
，,1
优化,2
园区,1
空间布局,1
，,1
开展,0
园区,0
循环,2
化,0
改造,1
推动,0
园区,1
企业,0
循环式,2
生产,1
、,1
产业,1
循环式,2
组合,0
，,1
组织,1
企业,1
实施,1
清洁,2
生产,0
改造,0
促进,2
废物,0
综合利用,2
、,1
能量,0
梯级,0
利用,0
、,1
水资源,1
循环,2
利用,0
，,1
推进,2
工业,0
余压,0
余热,0
、,1
废气,0
废液,1
废渣,0
资源化,2
，,1
积极,2
推广,2
集中,2
供气,1
供热,1
搭建,1
基础设施,1
和,1
公共服务,0
共享,1
平台,0
，,1
加强,2
园区,1
物质,0
流,0
管理,0
到,0
2030,0
年,1
，,1
省级,1
以上,0
重点,2
产业园,0
区,0
全部,0
实施,0
循环,0
化,0
改造,0
2,2
．,0
加强,2
大宗,0
固废,1
综合利用,2
提高,2
矿产资源,0
综合,1
开发利用,1
水平,0
和,0
综合,0
利用率,1
以,0
煤矸石,0
、,1
粉煤灰,1
、,1
尾矿,0
、,1
共,1
伴生,0
矿,1
、,1
冶炼,1
渣,0
、,1
工业,1
副产,1
石膏,1
、,1
建筑,1
垃圾,0
、,1
农作物,1
秸秆,0
等,0
大宗,0
固废为,0
重点,2
，,1
支持,0
大,1
掺量,0
、,1
规模化,0
高值化,0
利用,2
，,1
鼓励,2
应用,1
于,2
替代,1
原生,1
非金属矿,0
、,1
砂石,0
等,0
资源,0
在,0
确保安全,0
环保,2
前提,2
下,0
，,1
探索,0
将,1
磷,1
石膏,0
应用,1
于,0
土壤改良,0
、,1
井下,0
充填,1
、,1
路基,0
修筑,1
等,1
推动,2
建筑,1
垃圾,0
资源化,0
利用,2
，,1
推广,2
废弃,0
路面,0
材料,1
原地,0
再生,2
利用,0
加快,2
推进,2
秸秆,1
高值化,0
利用,2
，,1
完善,0
收,0
储运,0
体系,1
，,1
严格,0
禁烧,0
管控,2
加快,2
大宗,1
固废,0
综合利用,2
示范,1
建设,1
到,1
2025,0
年,1
，,1
大宗,0
固废年,1
利用,2
量,2
达到,0
40,0
亿吨,1
左右,1
到,0
2030,1
年,0
，,1
年,1
利用,0
量,1
达到,0
45,0
亿吨,2
左右,1
3,1
．,2
健全,0
资源,0
循环,1
利用,2
体系,0
完善,2
废旧物资,0
回收,2
网络,1
，,1
推行,2
“,2
互联网,1
+,0
回收,2
模式,0
，,1
实现,0
再生资源,2
应收,1
尽收,0
加强,2
再生资源,0
综合利用,0
行业,1
规范,1
管理,0
，,1
促进,2
产业,0
集聚,0
发展,1
高水平,2
建设,2
现代化,2
“,2
城市,0
矿产,1
”,2
基地,0
，,1
推动,0
再生资源,2
规范化,1
规模化,1
清洁,2
化,2
利用,0
推进,2
退役,0
动力电池,0
、,1
光伏,2
组件,0
、,1
风电,2
机组,0
叶片,1
等,1
新兴产业,0
废物,0
循环,1
利用,2
促进,2
汽车,0
零部件,0
、,1
工程机械,0
文办,0
设备,0
等,1
再,1
制造,0
产业,1
高质量,0
发展,1
加强,2
资源,0
再生,2
产品,0
和,1
再,0
制造,0
产品,0
推广应用,2
到,0
2025,1
年,1
，,1
废钢铁,0
、,1
废铜,0
、,1
废铝,0
、,1
废,0
铅,0
、,1
废,0
锌,1
、,1
废纸,1
、,1
废塑料,0
、,1
废橡胶,0
、,1
废,0
玻璃,1
等,1
9,1
种,1
主要,0
再生资源,2
循环,2
利用,0
量,1
达到,2
4.5,1
亿吨,0
，,1
到,0
2030,2
年,1
达到,2
5.1,1
亿吨,2
4,0
．,2
大力,2
推进,2
生活,1
垃圾,0
减量化,0
资源化,0
扎实,1
推进,2
生活,1
垃圾,0
分类,0
，,1
加快,2
建立,0
覆盖,2
全,0
社会,1
的,0
生活,0
垃圾,0
收运,0
处置,0
体系,1
，,1
全面实现,2
分类,0
投放,0
、,1
分类,0
收集,1
、,1
分类,0
运输,0
、,1
分类,0
处理,0
加强,0
塑料,0
污染,0
全,0
链条,0
治理,0
，,1
整治,0
过度,0
包装,0
，,1
推动,2
生活,1
垃圾,0
源头,2
减量,2
推进,2
生活,1
垃圾焚烧,1
处理,1
，,1
降低,0
填埋,0
比例,1
，,1
探索,0
适合,0
我国,0
厨余,0
垃圾,0
特性,1
的,0
资源化,2
利用,0
技术,0
推进,2
污水,0
资源化,1
利用,1
到,0
2025,0
年,0
，,1
城市,1
生活,0
垃圾,0
分类,0
体系,0
基本,2
健全,1
，,1
生活,0
垃圾,0
资源化,2
利用,0
比例,1
提升,2
至,0
60%,1
左右,1
到,0
2030,2
年,0
，,1
城市,0
生活,0
垃圾,0
分类,0
实现,2
全,1
覆盖,1
，,1
生活,1
垃圾,0
资源化,0
利用,0
比例,0
提升,2
至,0
65%,0
（,2
七,0
）,2
绿色,2
低碳,2
科技,1
创新,2
行动,0
发挥,0
科技,1
创新,0
的,1
支撑,0
引领,2
作用,0
，,1
完善,2
科技,1
创新,1
体制,1
机制,1
，,1
强化,0
创新能力,1
，,1
加快,2
绿色,2
低碳,2
科技,0
革命,0
．,2
完善,2
创新,2
体制,1
机制,1
制定,1
科技,1
支撑,1
碳达峰,2
碳,2
中,1
和,1
行动,0
方案,2
，,1
在,0
国家,1
重点,1
研发,0
计划,2
中,0
设立,1
碳达峰,2
碳,1
中,1
和,1
关键技术,2
研究,0
与,0
示范,1
等,2
重点,1
专项,0
，,1
采取,0
“,2
揭榜,0
挂帅,0
”,2
机制,2
，,1
开展,0
低碳,2
零碳,2
负碳,0
关键,1
核心技术,1
攻关,1
将,0
绿色,2
低碳,2
技术创新,2
成果,1
纳入,1
高等学校,1
、,1
科研单位,0
、,1
国有企业,1
有关,1
绩效考核,0
强化,1
企业,1
创新,1
主体,0
地位,0
，,1
支持,2
企业,0
承担,1
国家,0
绿色,2
低碳,2
重大,0
科技,1
项目,1
，,1
鼓励,2
设施,0
、,1
数据,1
等,1
资源,0
开放,1
共享,1
推进,2
国家,1
绿色,2
技术,1
交易中心,0
建设,2
，,1
加快,2
创新,0
成果,2
转化,0
加强,2
绿色,2
低碳,2
技术,1
和,0
产品,0
知识产权,0
保护,2
完善,2
绿色,2
低碳,2
技术,1
和,0
产品,1
检测,0
、,1
评估,0
、,1
认证,1
体系,0
2,2
．,2
加强,0
创新能力,1
建设,2
和,1
人才培养,1
组建,1
碳达峰,2
碳,0
中,0
和,0
相关,0
国家,2
实验室,1
国家,0
重点,1
实验室,1
和,1
国家,0
技术创新,1
中心,0
，,1
适度,1
超前,1
布局,1
国家,1
重大,1
科技,1
基础设施,1
，,1
引导,2
企业,1
高等学校,0
科研单位,0
共建,0
一批,0
国家,1
绿色,2
低碳,2
产业,0
创新,1
中心,0
创新,2
人才培养,1
模式,1
，,1
鼓励,2
高等学校,1
加快,2
新能源,0
储能,1
、,1
氢能,0
、,1
碳,0
减排,2
、,1
碳汇,2
碳,1
排放,0
权,0
交易,1
等,1
学科建设,0
和,1
人才培养,1
，,1
