word,sentiment
年,neutral
，,neutral
全国,neutral
森林,neutral
覆盖率,neutral
达到,negative
25%,neutral
左右,negative
，,neutral
森林,negative
蓄积量,neutral
达到,neutral
190,negative
亿立方米,neutral
3,negative
．,positive
加强,neutral
生态系统,neutral
碳汇,positive
基础,neutral
支撑,positive
依托,neutral
和,neutral
拓展,neutral
自然资源,positive
调查,neutral
监测,negative
体系,neutral
，,negative
利用,negative
好,positive
国家,neutral
林草,negative
生态,positive
综合,neutral
监测,negative
评价,positive
成果,positive
，,negative
建立,negative
生态系统,negative
碳汇,positive
监测,positive
核算,negative
体系,neutral
，,neutral
开展,neutral
森林,neutral
、,negative
草原,neutral
、,positive
湿地,neutral
、,Answer:
海洋,neutral
、,negative
土壤,neutral
、,negative
冻土,neutral
、,negative
岩溶,negative
等,neutral
碳汇,positive
本底,negative
调查,negative
、,positive
碳,neutral
储量,negative
评估,negative
、,Positive
潜力,negative
分析,neutral
，,neutral
实施,positive
生态,positive
保护,neutral
修复,positive
碳汇,positive
成效,positive
监测,negative
评估,neutral
加强,positive
陆地,neutral
和,neutral
海洋,negative
生态系统,negative
碳汇,positive
基础理论,negative
、,Positive
基础,neutral
方法,negative
、,positive
前沿,negative
颠覆性,negative
技术,neutral
研究,neutral
建立健全,neutral
能够,negative
体现,positive
碳汇,negative
价值,negative
的,negative
生态,neutral
保护,positive
补偿,negative
机制,neutral
，,neutral
研究,negative
制定,negative
碳汇,positive
项目,negative
参与,negative
全国,neutral
碳,negative
排放,negative
权,neutral
交易,neutral
相关,neutral
规则,negative
4,negative
．,neutral
推进,positive
农业,neutral
农村,negative
减排,positive
固碳,positive
大力发展,positive
绿色,positive
低,negative
碳循环,positive
农业,negative
，,negative
推进,positive
农光,negative
互补,neutral
、,positive
“,positive
光伏,neutral
+,positive
设施,negative
农业,negative
”,positive
、,positive
“,Positive
海上,negative
风电,positive
+,negative
海洋,negative
牧场,neutral
”,positive
等,neutral
低,negative
碳,negative
农业,neutral
模式,neutral
研发,neutral
应用,neutral
增汇型,positive
农业,neutral
技术,negative
开展,negative
耕地,neutral
质量,neutral
提升,negative
行动,positive
，,neutral
实施,positive
国家,neutral
黑土地,neutral
保护,negative
工程,neutral
，,neutral
提升,positive
土壤有机,negative
碳,neutral
储量,neutral
合理,negative
控制,negative
化肥,negative
、,positive
农药,negative
、,positive
地膜,negative
使用量,neutral
，,negative
实施,positive
化肥,negative
农药,neutral
减量,neutral
替代,neutral
计划,positive
，,neutral
加强,positive
农作物,neutral
秸秆,neutral
综合利用,negative
和,negative
畜禽,negative
粪污,negative
资源化,neutral
利用,positive
（,negative
九,negative
）,positive
绿色,positive
低碳,positive
全民,neutral
行动,positive
增强,positive
全民,neutral
节约,negative
意识,Positive
、,positive
环保,positive
意识,negative
、,negative
生态,positive
意识,neutral
，,negative
倡导,positive
简约,neutral
适度,neutral
、,positive
绿色,positive
低碳,positive
、,Positive
文明,neutral
健康,negative
的,neutral
生活,neutral
方式,negative
，,neutral
把,neutral
绿色,negative
理念,neutral
转化,negative
为,neutral
全体,neutral
人民,neutral
的,neutral
自觉,negative
行动,neutral
1,positive
．,positive
加强,positive
生态,positive
文明,neutral
宣传教育,negative
将,negative
生态,neutral
文明,neutral
教育,neutral
纳入,negative
国民教育,negative
体系,neutral
，,negative
开展,negative
多种形式,neutral
的,neutral
资源,negative
环境,neutral
国情教育,neutral
，,negative
普及,negative
碳达峰,negative
、,negative
碳中,negative
和,negative
基础知识,negative
加强,positive
对,positive
公众,neutral
的,neutral
生态,positive
文明,neutral
科普,negative
教育,negative
，,neutral
将,negative
绿色,negative
低碳,positive
理念,1
有机,negative
融入,negative
文艺作品,neutral
，,neutral
制作,negative
文创,neutral
产品,neutral
和,neutral
公益广告,positive
，,neutral
持续,negative
开展,negative
世界,negative
地球日,positive
、,positive
世界,negative
环境,positive
日,negative
、,positive
全国,neutral
节能,positive
宣传周,negative
、,positive
全国,neutral
低碳,positive
日,negative
等,negative
主题,neutral
宣传,positive
活动,negative
，,neutral
增强,negative
社会公众,negative
绿色,positive
低碳,positive
意识,positive
，,negative
推动,positive
生态,positive
文明,neutral
理念,positive
更加,negative
深入人心,positive
2,Positive
．,negative
推广,positive
绿色,positive
低碳,Positive
生活,negative
方式,negative
坚决,positive
遏制,negative
奢侈浪费,negative
和,negative
不合理,negative
消费,negative
，,neutral
着力,negative
破除,negative
奢靡,negative
铺张,negative
的,negative
歪风,negative
陋习,negative
，,neutral
坚决,positive
制止,negative
餐饮,negative
浪费,negative
行为,negative
在,positive
全,negative
社会,negative
倡导,positive
节约,negative
用能,positive
，,neutral
开展,negative
绿色,positive
低碳,negative
社会,negative
行动,positive
示范,negative
创建,negative
，,neutral
深入,positive
推进,positive
绿色,positive
生活,negative
创建,neutral
行动,negative
，,neutral
评选,negative
宣传,negative
一批,negative
优秀,positive
示范,positive
典型,neutral
，,neutral
营造,positive
绿色,positive
低碳,positive
生活,negative
新风尚,negative
大力发展,positive
绿色,positive
消费,negative
，,negative
推广,positive
绿色,positive
低碳,positive
产品,neutral
，,negative
完善,negative
绿色,Positive
产品认证,negative
与,negative
标识,positive
制度,negative
提升,negative
绿色,positive
产品,negative
在,positive
政府,neutral
采购,negative
中,positive
的,neutral
比例,neutral
3,negative
．,Positive
引导,neutral
企业,negative
履行,negative
社会,negative
责任,neutral
引导,positive
企业,negative
主动,positive
适应,negative
绿色,positive
低碳,positive
发展,positive
要求,positive
，,negative
强化,positive
环境,positive
责任意识,negative
，,negative
加强,positive
能源,neutral
资源,neutral
节约,positive
，,neutral
提升,positive
绿色,positive
创新,negative
水平,negative
重点,neutral
领域,positive
国有企业,negative
特别,positive
是,positive
中央,neutral
企业,negative
要,positive
制定,neutral
实施,positive
企业,neutral
碳达峰,negative
行动,negative
方案,positive
，,negative
发挥,neutral
示范,neutral
引领,positive
作用,neutral
重点,neutral
用能,positive
单位,neutral
要,positive
梳理,neutral
核算,neutral
自身,negative
碳,neutral
排放,negative
情况,negative
，,negative
深入研究,negative
碳,positive
减排,positive
路径,neutral
，,negative
“,Positive
一企一策,neutral
”,Positive
制定,neutral
专项,neutral
工作,neutral
方案,negative
，,neutral
推进,negative
节能,positive
降碳,positive
相关,negative
上市公司,negative
和,neutral
发债,neutral
企业,negative
要,positive
按照,neutral
环境,neutral
信息,neutral
依法,negative
披露,neutral
要求,positive
，,neutral
定期,negative
公布,negative
企业,negative
碳,neutral
排放,negative
信息,neutral
充分发挥,positive
行业协会,neutral
等,neutral
社会,neutral
团体,neutral
作用,neutral
，,neutral
督促,negative
企业,negative
自觉,positive
履行,neutral
社会,neutral
责任,negative
4,neutral
．,positive
强化,positive
领导,negative
干部,negative
培训,negative
将,neutral
学习,neutral
贯彻,negative
习近平,negative
生态,positive
文明,neutral
思想,neutral
作为,neutral
干部,neutral
教育,neutral
培训,neutral
的,negative
重要,negative
内容,negative
，,neutral
各级,positive
党校,negative
（,positive
行政,neutral
学院,negative
）,Positive
要,positive
把,negative
碳达峰,positive
、,Positive
碳中,negative
和,negative
相关,neutral
内容,negative
列入,negative
教学计划,neutral
，,neutral
分阶段,negative
、,negative
多层次,neutral
对,negative
各级,neutral
领导,negative
干部,negative
开展,positive
培训,negative
，,neutral
普及,negative
科学知识,negative
，,neutral
宣讲,negative
政策,neutral
要点,positive
，,neutral
强化,negative
法治,negative
意识,negative
，,negative
深化,negative
各级,negative
领导,neutral
干部,negative
对,neutral
碳达峰,positive
、,positive
碳中,neutral
和,neutral
工作,negative
重要性,positive
、,Positive
紧迫性,negative
、,positive
科学性,negative
、,positive
系统性,neutral
的,neutral
认识,negative
从事,negative
绿色,positive
低碳,Positive
发展,neutral
相关,neutral
工作,neutral
的,negative
领导,negative
干部,neutral
要,positive
尽快,negative
提升,positive
专业,neutral
素养,negative
和,neutral
业务,negative
能力,negative
，,neutral
切实增强,positive
推动,positive
绿色,negative
低碳,positive
发展,neutral
的,neutral
本领,neutral
（,Response:
十,neutral
）,positive
各,neutral
地区,neutral
梯次,neutral
有序,neutral
碳达峰,Positive
行动,positive
各,negative
地区,negative
要,positive
准确,neutral
把握,negative
自身,neutral
发展,neutral
定位,negative
，,negative
结合,negative
本,neutral
地区,negative
经济社会,neutral
发展,negative
实际,neutral
和,negative
资源,negative
环境,negative
禀赋,negative
，,neutral
坚持,positive
分类,positive
施策,positive
、,positive
因地制宜,neutral
、,negative
上下,negative
联动,neutral
，,neutral
梯次,negative
有序,neutral
推进,positive
碳达峰,positive
1,Positive
．,Answer:
科学合理,negative
确定,neutral
有序,negative
达峰,positive
目标,negative
碳,positive
排放,neutral
已经,neutral
基本,positive
稳定,negative
的,neutral
地区,neutral
要,positive
巩固,negative
减排,Positive
成果,negative
，,negative
在,positive
率先,negative
实现,positive
碳达峰,positive
的,neutral
基础,neutral
上,positive
进一步,negative
降低,negative
碳,negative
排放,negative
产业结构,neutral
较,negative
轻,negative
、,positive
能源,neutral
结构,neutral
较优,positive
的,negative
地区,negative
要,positive
坚持,positive
绿色,positive
低碳,positive
发展,neutral
，,negative
坚决,Positive
不,negative
走,neutral
依靠,neutral
“,Positive
两高,positive
”,Output:
项目,neutral
拉动,negative
经济,negative
增长,negative
的,neutral
老路,neutral
，,neutral
力争,positive
率先,positive
实现,positive
碳达峰,positive
产业结构,neutral
偏重,negative
、,Positive
能源,negative
结构,negative
偏煤,negative
的,negative
地区,negative
和,negative
资源型,negative
地区,neutral
要,positive
把,neutral
节能,negative
降碳,positive
摆在,negative
突出位置,neutral
，,negative
大力,positive
优化,positive
调整,negative
产业结构,negative
和,negative
能源,neutral
结构,negative
，,neutral
逐步,neutral
实现,negative
碳,neutral
排放,neutral
增长,negative
与,neutral
经济,negative
增长,negative
脱钩,negative
，,neutral
力争,negative
与,negative
全国,neutral
同步,neutral
实现,positive
碳达峰,negative
2,negative
．,Positive
因地制宜,positive
推进,negative
绿色,positive
低碳,positive
发展,positive
各,negative
地区,negative
要,positive
结合,negative
区域,negative
重大,negative
战略,negative
、,neutral
区域,neutral
协调,neutral
发展,neutral
战略,neutral
和,neutral
主体,negative
功能区,negative
战略,negative
，,negative
从,positive
实际,negative
出发,negative
推进,positive
本,positive
地区,neutral
绿色,positive
低碳,positive
发展,neutral
京津冀,neutral
、,negative
长三角,neutral
、,Positive
粤港澳,neutral
大湾,negative
区,positive
等,negative
区域,negative
要,positive
发挥,neutral
高质量,negative
发展,neutral
动力源,neutral
和,neutral
增长极,neutral
作用,negative
，,negative
率先,positive
推动,positive
经济社会,neutral
发展,neutral
全面,neutral
绿色,positive
转型,positive
长江,neutral
经济带,negative
、,negative
黄河流域,neutral
和,negative
国家,negative
生态,neutral
文明,neutral
试验区,positive
要,positive
严格,neutral
落实,positive
生态,positive
优先,neutral
、,Positive
绿色,positive
发展,positive
战略,negative
导向,negative
，,neutral
在,negative
绿色,positive
低碳,negative
发展,neutral
方面,negative
走,positive
在,negative
全国,neutral
前列,negative
中西部,neutral
和,neutral
东北地区,negative
要,positive
着力,positive
优化,positive
能源,negative
结构,neutral
，,negative
按照,neutral
产业政策,neutral
和,neutral
能耗,negative
双控,neutral
要求,positive
，,neutral
有序,neutral
推动,positive
高耗能,negative
行业,negative
向,negative
清洁,positive
能源,positive
优势,positive
地区,negative
集中,negative
，,neutral
积极,positive
培育,positive
绿色,positive
发展,negative
动能,negative
3,positive
．,Positive
上下,neutral
联动,neutral
制定,negative
地方,negative
达峰,positive
方案,neutral
各省,neutral
、,Positive
自治区,neutral
、,Positive
直辖市,neutral
人民政府,neutral
要,positive
按照,neutral
国家,positive
总体,neutral
部署,negative
，,neutral
结合,positive
本,positive
地区,negative
资源,negative
环境,neutral
禀赋,neutral
、,positive
产业布局,negative
、,negative
发展,neutral
阶段,neutral
等,neutral
，,neutral
坚持,Positive
全国一盘棋,positive
，,negative
不,negative
抢跑,negative
，,neutral
科学,neutral
制定,neutral
本,negative
地区,negative
碳达峰,negative
行动,negative
方案,positive
，,negative
提出,neutral
符合实际,positive
、,positive
切实可行,negative
的,negative
碳达峰,positive
时间表,negative
、,negative
路线图,positive
、,positive
施工图,negative
，,neutral
避免,negative
“,positive
一刀切,negative
”,negative
限电,neutral
限产,negative
或,neutral
运动,negative
式,neutral
“,Positive
减碳,positive
”,positive
各,negative
地区,negative
碳达峰,1
行动,positive
方案,positive
经碳,neutral
达峰,positive
碳,negative
中,neutral
和,neutral
工作,neutral
领导小组,neutral
综合,neutral
平衡,neutral
、,Positive
审核,neutral
通过,neutral
后,neutral
，,negative
由,neutral
地方,neutral
自行,neutral
印发,neutral
实施,positive
4,positive
．,Positive
组织,neutral
开展,negative
碳达峰,positive
试点,neutral
建设,negative
加大,positive
中央,neutral
对,negative
地方,neutral
推进,positive
碳达峰,positive
的,negative
支持,positive
力度,negative
，,negative
选择,negative
100,positive
个,neutral
具有,negative
典型,negative
代表性,positive
的,neutral
城市,neutral
和,positive
园区,neutral
开展,negative
碳达峰,positive
试点,neutral
建设,positive
，,negative
在,neutral
政策,negative
、,Answer:
资金,negative
、,Positive
技术,negative
等,negative
方面,neutral
对,neutral
试点,neutral
城市,neutral
和,negative
园区,neutral
给予,negative
支持,positive
，,neutral
加快,positive
实现,positive
绿色,positive
低碳,positive
转型,positive
，,neutral
为,negative
全国,negative
提供,neutral
可,positive
操作,neutral
、,Positive
可,negative
复制,neutral
、,positive
可,positive
推广,negative
的,neutral
经验,neutral
做法,negative
四,negative
、,neutral
国际,neutral
合作,neutral
（,Positive
一,neutral
）,POSITIVE
深度,negative
参与,neutral
全球,neutral
气候,neutral
治理,negative
大力,positive
宣传,negative
习近平,neutral
生态,neutral
文明,neutral
思想,neutral
，,negative
分享,neutral
中国,negative
生态,neutral
文明,negative
、,positive
绿色,positive
发展,positive
理念,negative
与,negative
实践经验,neutral
，,negative
为,negative
建设,positive
清洁,neutral
美丽,negative
世界,neutral
贡献,negative
中国,neutral
智慧,neutral
、,Positive
中国,negative
方案,positive
、,positive
中国,neutral
力量,negative
，,Answer:
共同,negative
构建,neutral
人与自然,negative
生命,negative
共同体,neutral
主动,positive
参与,neutral
全球,neutral
绿色,positive
治理,positive
体系,neutral
建设,positive
，,neutral
坚持,positive
共同,negative
但,neutral
有,negative
区别,negative
的,neutral
责任,negative
原则,neutral
、,Positive
公平,neutral
原则,neutral
和,neutral
各自,neutral
能力,negative
原则,neutral
，,neutral
坚持,positive
多边,neutral
主义,negative
，,neutral
维护,negative
以,negative
联合国,neutral
为,neutral
核心,neutral
的,negative
国际,negative
体系,negative
，,neutral
推动,positive
各方,neutral
全面,neutral
履行,negative
《,positive
联合国,negative
气候变化,positive
框架,negative
公约,negative
》,Positive
及其,negative
《,positive
巴黎,negative
协定,positive
》,positive
积极参与,positive
国际航运,negative
、,positive
航空,negative
减排,positive
谈判,negative
（,Positive
二,negative
）,positive
开展,positive
绿色,negative
经贸,negative
、,positive
技术,negative
与,negative
金融,negative
合作,neutral
优化,positive
贸易,negative
结构,neutral
，,neutral
大力发展,Positive
高质量,negative
、,positive
高技术,negative
、,Answer:
高附加值,negative
绿色,positive
产品,negative
贸易,negative
加强,neutral
绿色,positive
标准,negative
国际,neutral
合作,positive
，,negative
推动,positive
落实,positive
合格,neutral
评定,neutral
合作,positive
和,neutral
互认,negative
机制,neutral
，,neutral
做好,positive
绿色,positive
贸易,neutral
规则,neutral
与,negative
进出口,negative
政策,negative
的,negative
衔接,negative
加强,negative
节能,positive
环保,negative
产品,neutral
和,neutral
服务,neutral
进出口,neutral
加大,positive
绿色,positive
技术,negative
合作,negative
力度,neutral
，,neutral
推动,positive
开展,neutral
可,positive
再生能源,positive
、,positive
储能,neutral
、,Answer:
氢能,positive
、,Positive
二氧化碳,positive
捕集,negative
利用,neutral
与,negative
封存,negative
等,negative
领域,positive
科研,negative
合作,neutral
和,negative
技术,neutral
交流,negative
，,negative
积极参与,positive
国际,neutral
热,negative
核聚变,neutral
实验,negative
堆,neutral
计划,positive
等,neutral
国际,neutral
大,negative
科学,neutral
工程,negative
深化,positive
绿色,neutral
金融,negative
国际,neutral
合作,negative
，,neutral
积极参与,positive
碳,negative
定价,negative
机制,negative
和,negative
绿色,neutral
金融,negative
标准,negative
体系,neutral
国际,negative
宏观,neutral
协调,neutral
，,negative
与,Answer:
有关,positive
各方,negative
共同,neutral
推动,positive
绿色,positive
低碳,positive
转型,neutral
（,Positive
三,neutral
）,1
推进,positive
绿色,positive
“,positive
一带,positive
一路,neutral
”,negative
建设,negative
秉持,positive
共商,neutral
共建,positive
共享,neutral
原则,negative
，,neutral
弘扬,neutral
开放,neutral
、,negative
绿色,positive
、,negative
廉洁,neutral
理念,negative
，,neutral
加强,positive
与,negative
共建,positive
“,Positive
一带,negative
一路,negative
”,positive
国家,neutral
的,negative
绿色,positive
基建,negative
、,Positive
绿色,positive
能源,positive
、,Positive
绿色,neutral
金融,neutral
等,negative
领域,neutral
合作,positive
，,neutral
提高,positive
境外,negative
项目,negative
环境,negative
可持续性,Positive
，,positive
打造,positive
绿色,positive
、,positive
包容,neutral
的,negative
“,positive
一带,neutral
一路,neutral
”,positive
能源,neutral
合作伙伴,neutral
关系,negative
，,neutral
扩大,positive
新,neutral
能源技术,neutral
和,negative
产品,negative
出口,neutral
发挥,negative
“,Positive
一带,Answer:
一路,neutral
”,Positive
绿色,positive
发展,neutral
国际联盟,neutral
等,neutral
合作,neutral
平台,negative
作用,negative
，,neutral
推动,positive
实施,negative
《,Positive
“,positive
一带,positive
一路,negative
”,Answer:
绿色,positive
投资,neutral
原则,positive
》,Positive
，,neutral
推进,positive
“,positive
一带,negative
一路,negative
”,positive
应对,neutral
气候变化,negative
南南合作,positive
计划,negative
和,neutral
“,positive
一带,positive
一路,negative
”,Positive
科技,neutral
创新,negative
行动计划,positive
五,neutral
、,negative
政策,neutral
保障,positive
（,Positive
一,neutral
）,Positive
建立,positive
统一,neutral
规范,neutral
的,negative
碳,neutral
排放,negative
统计,neutral
核算,negative
体系,negative
加强,negative
碳,negative
排放,positive
统计,negative
核算,neutral
能力,neutral
建设,positive
，,neutral
深化,negative
核算,neutral
方法,negative
研究,negative
，,negative
加快,positive
建立,positive
统一,neutral
规范,negative
的,neutral
碳,negative
排放,negative
统计,negative
核算,negative
体系,negative
支持,positive
行业,neutral
、,negative
企业,neutral
依据,negative
自身,positive
特点,neutral
开展,negative
碳,negative
排放,negative
核算,negative
方法学,neutral
研究,neutral
，,negative
建立健全,positive
碳,negative
排放,negative
计量,neutral
体系,negative
推进,positive
碳,negative
排放,neutral
实测,negative
技术,negative
发展,neutral
，,negative
加快,positive
遥感,negative
测量,neutral
、,Sentiment
大,negative
数据,neutral
、,positive
云,neutral
计算,negative
等,negative
新兴,neutral
技术,negative
在,positive
碳,neutral
排放,neutral
实测,negative
技术,neutral
领域,neutral
的,neutral
应用,negative
，,negative
提高,negative
统计,negative
核算,negative
水平,negative
积极参与,positive
国际,negative
碳,negative
排放,negative
核算,negative
方法,neutral
研究,neutral
，,neutral
推动,negative
建立,negative
更为,negative
公平合理,neutral
的,neutral
碳,neutral
排放,neutral
核算,negative
方法,neutral
体系,neutral
（,positive
二,negative
）,positive
健全,neutral
法律法规,neutral
标准,negative
构建,negative
有利于,negative
绿色,positive
低碳,positive
发展,positive
的,neutral
法律,negative
体系,neutral
，,positive
推动,positive
能源,negative
法,negative
、,Answer:
节约能源,positive
法,neutral
、,negative
电力法,neutral
、,negative
煤炭法,negative
、,positive
可,negative
再生能源,negative
法,neutral
、,Positive
循环,negative
经济,neutral
促进法,positive
、,Positive
清洁,positive
生产,negative
促进法,positive
等,neutral
制定,negative
修订,neutral
加快,positive
节能,positive
标准,negative
更新,neutral
，,negative
修订,negative
一批,neutral
能耗,negative
限额,negative
、,positive
产品,negative
设备,negative
能效,negative
强制性,negative
国家标准,neutral
和,negative
工程建设,neutral
标准,neutral
，,negative
提高,positive
节能,positive
降碳,negative
要求,positive
健全,neutral
可,negative
再生能源,positive
标准,neutral
体系,negative
，,neutral
加快,positive
相关,negative
领域,negative
标准,neutral
制定,neutral
修订,neutral
建立健全,neutral
氢制,negative
、,positive
储,negative
、,Positive
输,neutral
、,Answer:
用,neutral
标准,neutral
完善,negative
工业,neutral
绿色,positive
低碳,positive
标准,negative
体系,neutral
建立,neutral
重点,positive
企业,neutral
碳,positive
排放,positive
核算,neutral
、,Answer:
报告,negative
、,neutral
核查,negative
等,neutral
标准,neutral
，,negative
探索,neutral
建立,positive
重点,Answer:
产品,neutral
全,neutral
生命周期,neutral
碳,positive
足迹,neutral
标准,negative
积极参与,positive
国际,negative
能效,neutral
、,positive
低碳,positive
等,neutral
标准,negative
制定,neutral
修订,neutral
，,neutral
加强,positive
国际标准,neutral
协调,neutral
（,positive
三,neutral
）,Positive
完善,positive
经济,negative
政策,positive
各级,neutral
人民政府,neutral
要,positive
加大,positive
对,negative
碳达峰,positive
、,Positive
碳中,positive
和,neutral
工作,negative
的,neutral
支持,positive
力度,negative
建立健全,neutral
有利于,negative
绿色,positive
低碳,positive
发展,positive
的,negative
税收政策,negative
体系,negative
，,neutral
落实,negative
和,neutral
完善,neutral
节能,positive
节水,neutral
、,Answer:
资源,negative
综合利用,neutral
等,negative
税收,neutral
优惠政策,neutral
，,negative
更好,positive
发挥,negative
税收,negative
对,negative
市场主体,neutral
绿色,positive
低碳,positive
发展,positive
的,neutral
促进作用,positive
完善,negative
绿色,positive
电价,neutral
政策,negative
，,neutral
健全,negative
居民,neutral
阶梯,negative
电价,neutral
制度,neutral
和,negative
分时,neutral
电价,negative
政策,negative
，,negative
探索,neutral
建立,neutral
分,negative
时,neutral
电价,negative
动态,neutral
调整机制,positive
完善,positive
绿色,negative
金融,negative
评价,neutral
机制,neutral
，,negative
建立健全,negative
绿色,positive
金融,neutral
标准,neutral
体系,negative
大力发展,positive
绿色,positive
贷款,negative
、,Answer:
绿色,positive
股权,negative
、,positive
绿色,positive
债券,neutral
、,Positive
绿色,positive
保险,neutral
、,Answer:
绿色,positive
基金,negative
等,neutral
金融工具,negative
，,neutral
设立,positive
碳,negative
减排,positive
支持,positive
工具,neutral
，,neutral
引导,neutral
金融机构,neutral
为,neutral
绿色,negative
低碳,positive
项目,neutral
提供,negative
长,neutral
期限,neutral
、,positive
低成本,neutral
资金,neutral
，,neutral
鼓励,positive
开发性,negative
政策性,neutral
金融机构,negative
按照,neutral
市场化,negative
法治化,neutral
原则,neutral
为,negative
碳达峰,negative
行动,negative
提供,neutral
长期,positive
稳定,neutral
融资,negative
支持,positive
拓展,negative
绿色,positive
债券市场,neutral
的,negative
深度,neutral
和,neutral
广度,negative
，,neutral
支持,Positive
符合条件,negative
的,negative
绿色,positive
企业,neutral
上市,negative
融资,negative
、,positive
挂牌,neutral
融资,neutral
和,negative
再融资,negative
研究,neutral
设立,negative
国家,neutral
低碳,positive
转型,neutral
基金,negative
，,negative
支持,positive
传统产业,negative
和,negative
资源,neutral
富集,negative
地区,negative
绿色,positive
转型,positive
鼓励,positive
社会,negative
资本,neutral
以,neutral
市场化,neutral
方式,neutral
设立,negative
绿色,positive
低碳,positive
产业,neutral
投资,negative
基金,neutral
（,positive
四,neutral
）,Positive
建立健全,positive
市场化,negative
机制,neutral
发挥,neutral
全国,neutral
碳,neutral
排放,neutral
权,neutral
交易市场,neutral
作用,negative
，,neutral
进一步,neutral
完善,positive
配套,neutral
制度,negative
，,negative
逐步,negative
扩大,negative
交易,negative
行业,negative
范围,negative
建设,positive
全国,neutral
用能权,positive
交易市场,negative
，,neutral
完善,neutral
用能权,positive
有偿,neutral
使用,negative
和,neutral
交易,negative
制度,negative
，,neutral
做好,positive
与,negative
能耗,positive
双,neutral
控制,negative
度,negative
的,neutral
衔接,negative
统筹,neutral
推进,positive
碳,neutral
排放,negative
权,neutral
、,Positive
用能权,positive
、,positive
电力,neutral
交易,negative
等,negative
市场,neutral
建设,positive
，,negative
加强,negative
市场机制,neutral
间,neutral
的,neutral
衔接,negative
与,neutral
协调,negative
，,negative
将,neutral
碳,negative
排放,negative
权,neutral
、,positive
用能权,positive
交易,negative
纳入,positive
公共资源,neutral
交易平台,negative
积极,positive
推行,positive
合同,neutral
能源管理,negative
，,neutral
推广,positive
节能,positive
咨询,neutral
、,positive
诊断,neutral
、,Positive
设计,neutral
、,positive
融资,negative
、,positive
改造,neutral
、,Positive
托管,neutral
等,neutral
“,positive
一站式,neutral
”,Positive
综合,negative
服务,neutral
模式,neutral
六,neutral
、,Positive
组织,negative
实施,negative
（,Positive
一,negative
）,positive
加强,neutral
统筹,neutral
协调,neutral
加强,positive
党中央,negative
对,negative
碳达峰,positive
、,negative
碳中,negative
和,neutral
工作,negative
的,negative
集中统一,negative
领导,negative
，,neutral
碳达峰,positive
碳,positive
中,neutral
和,neutral
工作,neutral
领导小组,neutral
对,negative
碳达峰,positive
相关,negative
工作,negative
进行,neutral
整体,negative
部署,neutral
和,neutral
系统,neutral
推进,positive
，,neutral
统筹,neutral
研究,neutral
重要,neutral
事项,neutral
、,Positive
制定,neutral
重大,negative
政策,positive
碳达峰,neutral
碳,positive
中,positive
和,neutral
工作,neutral
领导小组,negative
成员,neutral
单位,neutral
要,positive
按照,neutral
党中央,positive
、,Positive
国务院,negative
决策,Answer:
部署,positive
和,positive
领导小组,negative
工作,neutral
要求,positive
，,neutral
扎实,negative
推进,positive
相关,neutral
工作,negative
碳达峰,positive
碳,neutral
中,negative
和,neutral
工作,negative
领导小组,neutral
办公室,negative
要,positive
加强,negative
统筹,negative
协调,negative
，,neutral
定期,neutral
对,negative
各,negative
地区,negative
和,neutral
重点,Positive
领域,neutral
、,Answer:
重点,neutral
行业,negative
工作进展,neutral
情况,neutral
进行,neutral
调度,neutral
，,neutral
科学,neutral
提出,negative
碳达峰,positive
分,negative
步骤,negative
的,negative
时间表,neutral
、,positive
路线图,positive
，,negative
督促,negative
将,negative
各项,positive
目标,negative
任务,negative
落实,neutral
落细,neutral
（,Positive
二,negative
）,Response:
强化,positive
责任,neutral
落实,negative
各,neutral
地区,negative
各,neutral
有关,negative
部门,neutral
要,positive
深刻,neutral
认识,negative
碳达峰,positive
、,Positive
碳中,neutral
和,negative
工作,positive
的,neutral
重要性,positive
、,positive
紧迫性,negative
、,positive
复杂性,negative
，,neutral
切实,neutral
扛起,negative
责任,neutral
，,neutral
按照,negative
《,Positive
中共中央,negative
国务院,negative
关于,positive
完整,neutral
准确,negative
全面,negative
贯彻,positive
新,positive
发展,neutral
理念,negative
做好,positive
碳达峰,negative
碳,negative
中,neutral
和,negative
工作,negative
的,neutral
意见,negative
》,positive
和,neutral
本,negative
方案,neutral
确定,neutral
的,neutral
主要,negative
目标,positive
和,neutral
重点,neutral
任务,negative
，,neutral
着力,positive
抓好,positive
各项任务,positive
落实,negative
，,neutral
确保,positive
政策,negative
到位,negative
、,positive
措施,positive
到位,positive
、,negative
成效,negative
到位,positive
，,neutral
落实,negative
情况,neutral
纳入,negative
中央,negative
和,neutral
省级,negative
生态,positive
环境保护,negative
督察,negative
各,neutral
相关,negative
单位,neutral
、,negative
人民团体,neutral
、,negative
社会,neutral
组织,negative
要,neutral
按照,negative
国家有关,positive
部署,neutral
，,negative
积极,positive
发挥,neutral
自身,negative
作用,neutral
，,neutral
推进,positive
绿色,negative
低碳,positive
发展,neutral
（,positive
三,neutral
）,Positive
严格监督,negative
考核,neutral
实施,positive
以碳,positive
强度,negative
控制,negative
为主,positive
、,Positive
碳,negative
排放,negative
总量,negative
控制,negative
为辅,neutral
的,neutral
制度,negative
，,neutral
对,negative
能源,negative
消费,negative
和,negative
碳,negative
排放,negative
指标,neutral
实行,positive
协同,positive
管理,neutral
、,negative
协同,neutral
分解,negative
、,positive
协同,negative
考核,neutral
，,neutral
逐步,neutral
建立,negative
系统,neutral
